feature_path,label,filename
../data/processed/taylor swift-last christmas.mp3_66.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_67.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_68.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_69.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_70.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_71.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_72.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_73.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_74.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_75.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_76.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_77.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_78.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_79.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_80.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_81.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_82.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_83.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_84.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_85.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_86.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_87.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_88.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_89.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_90.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_91.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_92.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_93.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_94.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_95.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_96.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_97.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_98.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_99.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_100.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_101.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_102.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_103.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_104.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_105.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_106.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_107.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_108.npy,0,taylor swift-last christmas.mp3
../data/processed/taylor swift-last christmas.mp3_109.npy,0,taylor swift-last christmas.mp3
../data/processed/Taylor Swift - Love Story.mp3_0.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_1.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_2.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_3.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_4.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_5.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_6.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_7.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_8.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_9.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_10.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_11.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_12.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_13.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_14.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_15.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_16.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_17.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_18.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_19.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_20.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_21.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_22.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_23.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_24.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_25.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_26.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_27.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_28.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_29.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_30.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_31.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_32.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_32_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_33.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_33_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_34.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_34_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_35.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_35_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_36.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_36_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_37.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_37_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_38.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_38_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_39.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_39_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_40.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_41.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_42.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_43.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_44.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_45.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_46.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_47.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_48.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_49.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_50.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_51.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_52.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_53.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_54.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_55.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_56.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_57.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_58.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_58_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_59.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_59_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_60.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_60_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_61.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_61_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_62.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_62_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_63.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_63_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_64.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_64_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_65.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_65_dup0.npy,1,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_66.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_67.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_68.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_69.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_70.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_71.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_72.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_73.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_74.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_75.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_76.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_77.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_78.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_79.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_80.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_81.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_82.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_83.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_84.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_85.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_86.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_87.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_88.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_89.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_90.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_91.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_92.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_93.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_94.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_95.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_96.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_97.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_98.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_99.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_100.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_101.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_102.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_103.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_104.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_105.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_106.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_107.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_108.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_109.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_110.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_111.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_112.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_113.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_114.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_115.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_116.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_117.npy,0,Taylor Swift - Love Story.mp3
../data/processed/Taylor Swift - Love Story.mp3_118.npy,0,Taylor Swift - Love Story.mp3
